LotArea,Neighborhood,OverallQuality,YearBuilt,Material,BasementSize,CentralAir,HouseSize,SalePrice
12886.0,Sawyer,5.0,1963.0,Hard Board,520.0,True,1464.0,175000
5395.0,Stone Brook,8.0,1993.0,Hard Board,1337.0,True,1337.0,180000
8963.0,Northwest Ames,8.0,1976.0,Vinyl Siding,1142.0,True,2715.0,299800
8795.0,Gilbert,7.0,2000.0,Vinyl Siding,952.0,True,2256.0,236000
11700.0,Old Town,7.0,1880.0,Stucco,1240.0,,2640.0,265979
10593.0,Northridge,7.0,1996.0,Vinyl Siding,,True,1720.0,260400
8405.0,Edwards,4.0,1945.0,Wood Shingles,0.0,False,1529.0,98000
8800.0,Old Town,4.0,1910.0,,576.0,True,1140.0,96500
7750.0,Gilbert,,2003.0,,660.0,True,1320.0,162000
9236.0,College Creek,6.0,1997.0,Vinyl Siding,,True,1494.0,217000
10240.0,Northridge Heights,8.0,2005.0,,1030.0,True,2098.0,275500
7930.0,North Ames,6.0,1969.0,Plywood,1026.0,True,1026.0,156000
10769.0,College Creek,8.0,2007.0,Vinyl Siding,866.0,True,1768.0,212000
11616.0,Sawyer,6.0,1978.0,Hard Board,672.0,True,1386.0,158900
2280.0,Somerset,7.0,1999.0,Metal Siding,744.0,True,1501.0,179400
12257.0,Northridge,8.0,1995.0,Vinyl Siding,1318.0,True,2531.0,290000
9100.0,North Ames,6.0,1959.0,Wood Siding,864.0,True,864.0,127500
6911.0,Brookside,5.0,1924.0,,1145.0,True,1301.0,100000
8640.0,Somerset,7.0,2009.0,Vinyl Siding,756.0,True,1547.0,215200
,Northridge,8.0,1999.0,Vinyl Siding,,True,2365.0,337000
9549.0,Veenker,8.0,,Brick Face,1494.0,True,1494.0,270000
14587.0,Somerset,9.0,2008.0,Vinyl Siding,1498.0,True,1506.0,264132
10421.0,Northwest Ames,7.0,1988.0,,980.0,True,1714.0,196500
12508.0,Mitchell,6.0,1940.0,Vinyl Siding,983.0,True,1750.0,160000
9100.0,College Creek,7.0,2004.0,Vinyl Siding,1860.0,True,1836.0,216837
53504.0,Stone Brook,8.0,,,1650.0,True,3279.0,538000
7252.0,Sawyer,,1982.0,Wood Siding,858.0,True,858.0,134900
8877.0,Edwards,4.0,1951.0,Wood Siding,,True,1220.0,102000
7819.0,Edwards,6.0,,Plywood,1029.0,True,1117.0,107000
10150.0,North Ames,5.0,1958.0,Wood Siding,912.0,True,912.0,114500
14226.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1935.0,True,1973.0,395000
4500.0,Mitchell,6.0,1998.0,Vinyl Siding,1204.0,True,1204.0,162000
11210.0,College Creek,7.0,2005.0,Vinyl Siding,1614.0,True,1614.0,221500
13350.0,Sawyer,5.0,1974.0,Hard Board,864.0,True,894.0,142500
8400.0,Sawyer West,5.0,1977.0,Plywood,0.0,True,2020.0,144000
10530.0,Mitchell,6.0,,Plywood,975.0,True,1004.0,135000
7875.0,Gilbert,7.0,1995.0,Hard Board,1237.0,True,1253.0,176000
7153.0,Sawyer West,6.0,1992.0,Vinyl Siding,761.0,True,1603.0,175900
9101.0,Mitchell,5.0,1978.0,Plywood,1097.0,True,1110.0,165500
6300.0,Old Town,6.0,1914.0,Wood Siding,742.0,True,1484.0,128000
9790.0,Northwest Ames,6.0,1967.0,Brick Face,1372.0,True,1342.0,161500
10800.0,Old Town,5.0,1915.0,Metal Siding,686.0,True,1652.0,139000
10142.0,,7.0,2004.0,Vinyl Siding,956.0,True,2084.0,233000
6000.0,Old Town,4.0,1954.0,Metal Siding,901.0,True,901.0,107900
12205.0,Clear Creek,6.0,1966.0,Hard Board,832.0,True,2087.0,187500
3182.0,Bloomington Heights,7.0,2005.0,Vinyl Siding,1145.0,True,1145.0,160200
11333.0,Mitchell,6.0,1976.0,Hard Board,,True,1062.0,146800
9920.0,Northridge,7.0,1996.0,Metal Siding,1117.0,True,2013.0,269790
9158.0,Somerset,8.0,2007.0,Cement Board,1496.0,True,1496.0,225000
10832.0,,7.0,1994.0,Metal Siding,712.0,True,1895.0,194500
8400.0,Sawyer West,6.0,1980.0,Hard Board,650.0,True,1564.0,171000
8197.0,Sawyer,6.0,1977.0,Plywood,660.0,True,1285.0,143500
7677.0,North Ames,5.0,1953.0,Vinyl Siding,773.0,True,773.0,110000
13518.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1926.0,True,3140.0,485000
7200.0,South & West of Iowa State University,5.0,1937.0,Wood Siding,731.0,True,1768.0,175000
12798.0,Clear Creek,6.0,1997.0,Vinyl Siding,616.0,True,1688.0,200000
4800.0,Iowa DOT and Rail Road,,1916.0,Metal Siding,1196.0,True,1196.0,109900
8199.0,,7.0,,Wood Shingles,728.0,True,1456.0,189000
13891.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1734.0,True,2822.0,582933
9000.0,North Ames,5.0,,Wood Siding,936.0,True,1128.0,118000
12274.0,Somerset,7.0,2008.0,Vinyl Siding,1417.0,True,1428.0,227680
9750.0,North Ames,5.0,1967.0,Vinyl Siding,980.0,True,980.0,135500
21384.0,Brookside,,1923.0,Wood Siding,1324.0,True,1576.0,223500
,North Ames,5.0,1966.0,Vinyl Siding,1024.0,True,1086.0,159950
,Northwest Ames,6.0,1974.0,Hard Board,1040.0,True,1309.0,181000
4438.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,144500
8712.0,Iowa DOT and Rail Road,5.0,1952.0,Wood Siding,540.0,False,1044.0,55993
9750.0,North Ames,6.0,1958.0,Metal Siding,1442.0,True,1442.0,157900
8248.0,Edwards,5.0,1918.0,Stucco,686.0,True,1250.0,116000
12137.0,College Creek,7.0,1998.0,Vinyl Siding,1649.0,True,1661.0,224900
11425.0,North Ames,5.0,1954.0,Brick Face,1008.0,True,1008.0,137000
13265.0,Mitchell,8.0,2002.0,Cement Board,1568.0,True,1689.0,271000
8816.0,Clear Creek,6.0,1971.0,Hard Board,1010.0,True,1052.0,155000
7226.0,College Creek,7.0,2003.0,Vinyl Siding,,True,1640.0,183000
,Old Town,4.0,1953.0,Metal Siding,936.0,False,936.0,93000
9900.0,South & West of Iowa State University,6.0,1940.0,Vinyl Siding,778.0,True,1489.0,139500
11216.0,Somerset,8.0,2006.0,Vinyl Siding,1489.0,True,1489.0,232600
14803.0,Northridge Heights,10.0,2007.0,Cement Board,2078.0,,2084.0,385000
6130.0,Brookside,5.0,1924.0,,784.0,,784.0,109500
8529.0,Sawyer West,7.0,2001.0,Vinyl Siding,1454.0,True,1434.0,189000
28698.0,Clear Creek,5.0,1967.0,Plywood,1013.0,True,2126.0,185000
2544.0,Somerset,7.0,2005.0,Metal Siding,600.0,True,1223.0,147400
11900.0,North Ames,6.0,1957.0,Hard Board,1392.0,True,1392.0,166000
3180.0,Somerset,7.0,2005.0,Metal Siding,600.0,True,1200.0,151000
9548.0,College Creek,7.0,2003.0,Vinyl Siding,941.0,True,1829.0,237000
10004.0,North Ames,6.0,1964.0,Hard Board,1516.0,,1516.0,167000
7875.0,North Ames,5.0,1961.0,Vinyl Siding,1144.0,True,1144.0,139950
9600.0,Sawyer,4.0,1950.0,Vinyl Siding,1067.0,True,1067.0,128000
8100.0,,5.0,,Vinyl Siding,1559.0,True,1559.0,153500
1680.0,Briardale,6.0,1973.0,Hard Board,483.0,True,987.0,100000
,College Creek,5.0,1995.0,Vinyl Siding,1099.0,True,1099.0,144000
11767.0,,5.0,1946.0,Metal Siding,,True,1200.0,130500
12155.0,South & West of Iowa State University,6.0,1925.0,Wood Siding,672.0,False,1482.0,140000
10440.0,Old Town,5.0,1904.0,Metal Siding,650.0,True,1539.0,157500
9020.0,North Ames,6.0,1966.0,Hard Board,1127.0,True,1165.0,174900
,North Ames,5.0,1961.0,Brick Face,1800.0,False,1800.0,141000
12665.0,,5.0,1915.0,Wood Siding,876.0,True,1416.0,153900
16647.0,Sawyer,5.0,1975.0,Hard Board,1390.0,True,1701.0,171000
9317.0,Sawyer West,7.0,1993.0,Hard Board,740.0,True,1775.0,213000
15523.0,College Creek,5.0,,Hard Board,864.0,True,864.0,133500
45600.0,Clear Creek,6.0,1908.0,Wood Siding,907.0,True,2358.0,240000
9600.0,Veenker,6.0,1976.0,Plywood,528.0,True,1855.0,187000
4435.0,College Creek,6.0,2003.0,Vinyl Siding,848.0,True,848.0,131500
3196.0,Bloomington Heights,8.0,2003.0,Vinyl Siding,1273.0,True,1456.0,215000
7128.0,Crawford,7.0,1941.0,Metal Siding,918.0,True,1646.0,164000
12095.0,North Ames,6.0,1964.0,Metal Siding,1127.0,True,1445.0,158000
17920.0,Sawyer,5.0,1955.0,Wood Siding,1763.0,True,1779.0,170000
6897.0,,5.0,1962.0,Hard Board,1040.0,True,1040.0,127000
10970.0,College Creek,6.0,1978.0,Plywood,940.0,True,1026.0,147000
8125.0,Gilbert,6.0,1994.0,Hard Board,702.0,True,1481.0,174000
10400.0,Northwest Ames,7.0,1976.0,Hard Board,1090.0,True,1370.0,152000
11029.0,Northwest Ames,6.0,1968.0,Hard Board,1054.0,True,2654.0,250000
7642.0,Crawford,7.0,1918.0,Wood Siding,912.0,True,1426.0,189950
11625.0,Sawyer,5.0,1965.0,Plywood,,True,1039.0,131500
9672.0,Sawyer West,6.0,1984.0,Hard Board,,True,1097.0,152000
7931.0,North Ames,,1959.0,Brick Face,1148.0,True,1148.0,132500
8640.0,,7.0,2007.0,Vinyl Siding,1372.0,True,1372.0,250580
8750.0,North Ames,5.0,1970.0,Metal Siding,,True,1002.0,148500
10656.0,Timberland,8.0,2006.0,Vinyl Siding,1638.0,True,1646.0,248900
6970.0,Sawyer,4.0,1961.0,Vinyl Siding,1040.0,True,1120.0,129000
14762.0,Gilbert,5.0,1948.0,Plywood,0.0,True,2320.0,169000
9938.0,Sawyer West,7.0,1993.0,Metal Siding,1050.0,True,1949.0,236000
6600.0,,,1962.0,Metal Siding,894.0,False,894.0,109500
8892.0,North Ames,5.0,1953.0,Wood Shingles,105.0,True,910.0,116000
12144.0,North Ames,5.0,1949.0,Hard Board,832.0,True,1268.0,133000
5720.0,Old Town,5.0,1941.0,Wood Siding,676.0,True,1131.0,66500
9000.0,Somerset,8.0,2007.0,Cement Board,1184.0,True,2610.0,303477
25286.0,Mitchell,4.0,1963.0,Hard Board,1064.0,True,1040.0,132250
,Northridge Heights,9.0,2004.0,Vinyl Siding,1462.0,True,2224.0,350000
11782.0,Sawyer,5.0,1961.0,Hard Board,1109.0,True,1155.0,148000
7000.0,College Creek,5.0,1978.0,Vinyl Siding,864.0,True,864.0,136500
7024.0,Edwards,5.0,2005.0,Vinyl Siding,1090.0,True,1090.0,157000
13758.0,Timberland,7.0,1990.0,Hard Board,1156.0,True,1717.0,187500
9636.0,Gilbert,6.0,1992.0,Vinyl Siding,808.0,True,1593.0,178000
6204.0,South & West of Iowa State University,4.0,1912.0,Wood Siding,795.0,False,2230.0,118500
7150.0,,5.0,1967.0,Hard Board,892.0,True,892.0,100000
5119.0,Somerset,9.0,1999.0,Metal Siding,,True,1709.0,328900
,North Ames,5.0,1959.0,Metal Siding,1626.0,True,1712.0,145000
16466.0,Edwards,5.0,1955.0,Metal Siding,816.0,True,1393.0,135500
,North Ames,8.0,1970.0,Wood Siding,2217.0,True,2217.0,268000
12160.0,North Ames,6.0,1953.0,Wood Siding,1505.0,True,1505.0,149500
8064.0,North Ames,5.0,1949.0,Metal Siding,672.0,True,924.0,122900
11184.0,Sawyer,6.0,1978.0,Hard Board,918.0,True,1683.0,172500
8414.0,Sawyer,6.0,1963.0,Hard Board,,,1068.0,154500
13284.0,Sawyer,5.0,1954.0,Wood Siding,1383.0,True,1383.0,165000
7018.0,Sawyer West,5.0,1979.0,Plywood,0.0,True,1535.0,118858
8765.0,Iowa DOT and Rail Road,4.0,1936.0,Wood Siding,951.0,False,951.0,106500
7018.0,Sawyer West,5.0,1979.0,Plywood,0.0,True,2240.0,142953
12919.0,Northridge Heights,9.0,,Vinyl Siding,2330.0,True,2364.0,611657
6993.0,Sawyer,5.0,1961.0,,912.0,True,1236.0,135000
7340.0,North Ames,4.0,1971.0,Hard Board,858.0,True,858.0,110000
8712.0,North Ames,5.0,1957.0,Metal Siding,,True,1306.0,153000
,Gilbert,7.0,2003.0,Vinyl Siding,783.0,True,1509.0,180000
14859.0,Gilbert,7.0,2006.0,Vinyl Siding,1670.0,True,1670.0,240000
,Sawyer,5.0,1967.0,Hard Board,876.0,True,902.0,125500
9920.0,North Ames,5.0,1954.0,Hard Board,1056.0,True,1063.0,128000
13501.0,Somerset,8.0,2006.0,Vinyl Siding,1623.0,True,1636.0,255000
11500.0,Crawford,7.0,1936.0,Brick Face,1017.0,True,2057.0,250000
8885.0,Mitchell,5.0,1983.0,Hard Board,864.0,True,902.0,131000
12589.0,Gilbert,6.0,2005.0,Vinyl Siding,742.0,True,1484.0,174000
11600.0,North Ames,5.0,1960.0,Metal Siding,1105.0,True,2274.0,154300
9286.0,College Creek,5.0,1977.0,Hard Board,,True,1268.0,143500
6120.0,,5.0,1925.0,Metal Siding,768.0,False,1015.0,88000
,Crawford,,1949.0,,1001.0,False,2002.0,145000
3000.0,Somerset,6.0,,Vinyl Siding,612.0,True,1224.0,173733
2001.0,Meadow Village,4.0,1970.0,Cement Board,546.0,True,1092.0,75000
9000.0,Iowa DOT and Rail Road,2.0,1949.0,Asbestos Shingles,480.0,False,480.0,35311
17140.0,Edwards,4.0,,Vinyl Siding,1134.0,True,1229.0,135000
13125.0,Sawyer West,7.0,1991.0,Hard Board,1104.0,True,2127.0,238000
11029.0,North Ames,6.0,1958.0,Metal Siding,1184.0,True,1414.0,176500
8462.0,Sawyer West,6.0,1994.0,Hard Board,928.0,True,1721.0,201000
8777.0,Edwards,,1900.0,Metal Siding,1272.0,True,2200.0,145900
10237.0,,6.0,2005.0,Vinyl Siding,1316.0,True,1316.0,169990
8012.0,Sawyer West,,1993.0,Plywood,1604.0,True,1617.0,193000
10240.0,,6.0,1980.0,Plywood,1686.0,True,1686.0,207500
15611.0,Northwest Ames,5.0,1977.0,Vinyl Siding,1126.0,True,1126.0,175000
11999.0,Northridge Heights,8.0,2003.0,Vinyl Siding,1181.0,True,2374.0,285000
11838.0,College Creek,8.0,2001.0,Vinyl Siding,1753.0,,1788.0,236500
13006.0,Gilbert,7.0,1997.0,Hard Board,964.0,True,2236.0,222000
8925.0,Timberland,8.0,,Vinyl Siding,1466.0,True,1466.0,201000
,North Ames,5.0,1965.0,Vinyl Siding,925.0,True,925.0,117500
11670.0,Somerset,9.0,2006.0,Vinyl Siding,1905.0,True,1905.0,320000
8487.0,College Creek,7.0,2004.0,Vinyl Siding,1500.0,True,1500.0,190000
27650.0,North Ames,7.0,1960.0,Wood Siding,585.0,,2069.0,242000
5825.0,Brookside,,1926.0,Metal Siding,600.0,True,747.0,79900
10083.0,Sawyer West,7.0,2003.0,Vinyl Siding,1176.0,True,1200.0,184900
9675.0,Somerset,7.0,2005.0,Vinyl Siding,1113.0,True,1971.0,253000
8760.0,College Creek,7.0,2006.0,Vinyl Siding,1391.0,True,1962.0,239799
24090.0,Clear Creek,7.0,1940.0,Metal Siding,1032.0,True,2403.0,244400
12640.0,Mitchell,,1976.0,Plywood,1728.0,True,1728.0,150900
8755.0,Gilbert,7.0,1999.0,Vinyl Siding,992.0,True,2060.0,214000
7711.0,Edwards,4.0,1977.0,Metal Siding,1440.0,True,1440.0,150000
25000.0,Mitchell,5.0,1967.0,Hard Board,,True,1632.0,143000
14375.0,Timberland,6.0,1958.0,Hard Board,819.0,True,1344.0,137500
8820.0,,5.0,1890.0,Vinyl Siding,1088.0,True,1869.0,124900
8163.0,North Ames,5.0,1959.0,Hard Board,1144.0,True,1144.0,143000
14536.0,Timberland,8.0,2002.0,Vinyl Siding,1616.0,True,1629.0,270000
14006.0,College Creek,7.0,2002.0,Vinyl Siding,936.0,True,1776.0,192500
9360.0,Northwest Ames,6.0,1972.0,Plywood,1161.0,True,1381.0,197500
7200.0,North Ames,5.0,1950.0,Vinyl Siding,864.0,True,864.0,129000
7800.0,Sawyer West,5.0,1965.0,,828.0,True,965.0,119900
7200.0,College Creek,5.0,1972.0,Wood Shingles,,True,768.0,133900
11075.0,Mitchell,5.0,1969.0,Hard Board,784.0,True,1968.0,172000
9400.0,Edwards,6.0,1975.0,Wood Shingles,945.0,True,980.0,127500
7136.0,Crawford,6.0,1946.0,Metal Siding,979.0,False,1958.0,145000
1300.0,Bluestem,6.0,1980.0,Metal Siding,561.0,,1229.0,124000
7420.0,Sawyer,5.0,1962.0,Metal Siding,1057.0,True,1057.0,132000
8450.0,College Creek,7.0,2003.0,Vinyl Siding,1337.0,True,1337.0,185000
2572.0,Somerset,7.0,1999.0,Metal Siding,696.0,True,1416.0,155000
7207.0,Brookside,5.0,1958.0,Wood Siding,858.0,True,858.0,116500
12227.0,Northwest Ames,6.0,1977.0,Hard Board,1330.0,True,2872.0,272000
,Northpark Villa,6.0,1976.0,Plywood,804.0,True,1548.0,155000
11923.0,College Creek,9.0,2007.0,Vinyl Siding,1800.0,True,1800.0,239000
10237.0,Gilbert,6.0,2005.0,Vinyl Siding,783.0,,1484.0,178900
9600.0,Crawford,5.0,1940.0,Metal Siding,728.0,True,1308.0,160000
7390.0,North Ames,5.0,,Wood Siding,1098.0,True,1098.0,135000
5925.0,Old Town,3.0,1910.0,Vinyl Siding,600.0,False,968.0,37900
10382.0,North Ames,6.0,1958.0,Hard Board,588.0,True,1095.0,140000
10800.0,North Ames,4.0,1949.0,Asbestos Shingles,720.0,False,1192.0,135000
2268.0,Northridge Heights,7.0,2003.0,Vinyl Siding,,True,1626.0,173000
7892.0,Sawyer West,6.0,1979.0,Plywood,918.0,True,918.0,99500
11639.0,Somerset,7.0,2007.0,Cement Board,1428.0,True,1428.0,182000
11414.0,Brookside,7.0,1910.0,Hard Board,728.0,False,2019.0,167500
2651.0,Somerset,7.0,2000.0,Metal Siding,673.0,True,1382.0,165000
5900.0,Brookside,4.0,1923.0,Wood Siding,440.0,True,869.0,85500
4274.0,Somerset,7.0,2006.0,Vinyl Siding,1241.0,True,1241.0,199900
9450.0,Edwards,4.0,1954.0,Metal Siding,894.0,,894.0,110000
8816.0,Sawyer,5.0,1963.0,Vinyl Siding,1121.0,True,1121.0,139000
12122.0,,7.0,1961.0,Cement Board,944.0,,999.0,178400
12203.0,Northridge,8.0,1998.0,Vinyl Siding,1225.0,True,2612.0,336000
3182.0,Bloomington Heights,7.0,2007.0,Vinyl Siding,,True,1266.0,159895
11250.0,College Creek,8.0,2002.0,Cement Board,1128.0,True,2290.0,255900
10125.0,Mitchell,,1977.0,Plywood,0.0,True,1734.0,126000
10880.0,Edwards,5.0,1950.0,Metal Siding,1164.0,False,1164.0,125000
10159.0,Northridge Heights,9.0,2009.0,Vinyl Siding,1930.0,True,1940.0,395192
12046.0,Northwest Ames,6.0,1976.0,Plywood,848.0,True,2030.0,195000
9452.0,Northridge,8.0,1997.0,Vinyl Siding,1396.0,True,2392.0,348000
17671.0,Old Town,8.0,1882.0,Wood Siding,916.0,True,1742.0,168000
9760.0,North Ames,6.0,1964.0,Wood Siding,822.0,True,1851.0,187000
8846.0,College Creek,6.0,2005.0,Vinyl Siding,750.0,True,1500.0,173900
12456.0,Northridge Heights,,2006.0,Cement Board,1700.0,True,1718.0,337500
4712.0,Brookside,4.0,1946.0,Metal Siding,747.0,True,1230.0,121600
10659.0,North Ames,5.0,1961.0,Wood Siding,1050.0,True,1050.0,136500
9786.0,Iowa DOT and Rail Road,3.0,1922.0,Wood Siding,1007.0,False,1077.0,91000
6762.0,College Creek,7.0,2006.0,Vinyl Siding,1187.0,True,1208.0,206000
10206.0,Edwards,3.0,1952.0,Brick,0.0,False,944.0,82000
5400.0,Old Town,5.0,1920.0,Wood Siding,691.0,True,691.0,86000
11957.0,Somerset,8.0,2006.0,Vinyl Siding,1574.0,True,1574.0,232000
11500.0,Northwest Ames,5.0,1976.0,Vinyl Siding,1680.0,True,1680.0,136905
3182.0,Bloomington Heights,7.0,2005.0,Vinyl Siding,1346.0,True,1504.0,181000
8385.0,College Creek,5.0,1977.0,Hard Board,985.0,True,985.0,149900
12155.0,North Ames,6.0,1970.0,Plywood,1657.0,True,1657.0,163500
2217.0,Meadow Village,4.0,1970.0,Cement Board,546.0,True,1092.0,88000
12118.0,Mitchell,7.0,2004.0,Vinyl Siding,1710.0,True,1710.0,240000
6000.0,South & West of Iowa State University,5.0,1926.0,Wood Siding,1008.0,True,1522.0,102000
21286.0,Sawyer,5.0,,Wood Siding,720.0,True,1271.0,135000
9825.0,Edwards,5.0,1965.0,Asphalt Shingles,0.0,False,1664.0,100000
10592.0,Crawford,6.0,1923.0,Wood Siding,602.0,True,1502.0,165000
7200.0,Old Town,5.0,1910.0,Metal Siding,1022.0,False,1022.0,85000
11664.0,,6.0,1948.0,Metal Siding,1082.0,True,1082.0,119200
8400.0,Northwest Ames,8.0,2001.0,Vinyl Siding,810.0,True,1665.0,227000
11883.0,College Creek,7.0,1996.0,Vinyl Siding,1504.0,True,1504.0,203000
10784.0,Gilbert,7.0,1991.0,Hard Board,384.0,True,1472.0,160000
3013.0,Bloomington Heights,7.0,2005.0,Vinyl Siding,1362.0,True,1506.0,213490
7024.0,Edwards,4.0,2005.0,Vinyl Siding,1132.0,True,1132.0,176000
7406.0,College Creek,7.0,2006.0,Vinyl Siding,1199.0,True,1220.0,194000
9439.0,Old Town,5.0,1930.0,Wood Siding,912.0,,1248.0,87000
3182.0,Bloomington Heights,7.0,2005.0,Vinyl Siding,,True,1504.0,191000
15498.0,Timberland,8.0,1976.0,Stone,1565.0,True,2898.0,287000
7700.0,College Creek,5.0,1972.0,Vinyl Siding,882.0,True,882.0,112500
,North Ames,5.0,1960.0,Metal Siding,1268.0,True,1264.0,167500
9520.0,Timberland,8.0,2007.0,Vinyl Siding,1638.0,True,1646.0,293077
9492.0,,5.0,1941.0,Wood Shingles,768.0,True,1376.0,105000
1680.0,Briardale,6.0,1972.0,Hard Board,672.0,True,1218.0,118000
7082.0,South & West of Iowa State University,5.0,1916.0,Vinyl Siding,686.0,True,1928.0,160000
14541.0,Northridge,8.0,1993.0,Metal Siding,1338.0,True,2520.0,310000
8125.0,College Creek,,2002.0,Vinyl Siding,1654.0,True,1654.0,230000
6305.0,Crawford,5.0,1938.0,Metal Siding,920.0,True,954.0,119750
11500.0,Edwards,4.0,1957.0,,0.0,False,845.0,84000
12898.0,Timberland,9.0,2007.0,Vinyl Siding,1620.0,True,1620.0,315500
9240.0,College Creek,8.0,2001.0,Vinyl Siding,1055.0,True,2263.0,287000
1533.0,Meadow Village,4.0,1970.0,Cement Board,546.0,True,1344.0,97000
1477.0,Meadow Village,4.0,1970.0,Cement Board,630.0,True,630.0,80000
13125.0,Sawyer,5.0,1957.0,Wood Siding,1134.0,True,1803.0,155000
9130.0,Northwest Ames,6.0,1966.0,Hard Board,800.0,True,1632.0,173000
5381.0,Northridge Heights,6.0,2005.0,,1306.0,True,1306.0,196000
11839.0,Sawyer West,7.0,1990.0,Hard Board,1475.0,,2329.0,262280
9600.0,Northwest Ames,8.0,1981.0,Brick Face,2524.0,True,2524.0,278000
13680.0,Edwards,3.0,1955.0,Brick Face,0.0,True,1733.0,139600
16056.0,Stone Brook,9.0,2005.0,Cement Board,,True,2868.0,556581
9245.0,College Creek,5.0,1994.0,Vinyl Siding,,True,990.0,145000
21750.0,Mitchell,5.0,1960.0,Hard Board,0.0,True,1771.0,115000
11100.0,Edwards,4.0,1946.0,Metal Siding,0.0,True,930.0,84900
8993.0,Gilbert,7.0,2007.0,Vinyl Siding,1302.0,True,1302.0,176485
11175.0,College Creek,7.0,2007.0,Vinyl Siding,1316.0,True,1316.0,200141
9500.0,North Ames,6.0,1964.0,Vinyl Siding,816.0,True,1977.0,165000
8562.0,Edwards,5.0,1957.0,Hard Board,1216.0,True,1526.0,144500
11367.0,College Creek,8.0,2002.0,Vinyl Siding,1065.0,True,1989.0,255000
11361.0,Northwest Ames,6.0,1976.0,Plywood,1193.0,True,1523.0,180000
7052.0,Northridge Heights,7.0,2005.0,Vinyl Siding,1364.0,True,1364.0,185850
29959.0,Northridge,7.0,1994.0,Hard Board,973.0,True,1850.0,248000
11308.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1104.0,True,2184.0,335000
11275.0,Crawford,6.0,1932.0,Metal Siding,854.0,True,1991.0,220000
4920.0,Stone Brook,8.0,2001.0,Cement Board,1338.0,True,1338.0,213500
18000.0,Iowa DOT and Rail Road,3.0,1935.0,Metal Siding,,True,894.0,81000
13600.0,Old Town,5.0,1900.0,Wood Siding,662.0,False,2337.0,90000
6000.0,Old Town,6.0,1925.0,Metal Siding,1103.0,True,1103.0,110500
11000.0,North Ames,5.0,1966.0,Plywood,1154.0,True,1154.0,154000
14000.0,Clear Creek,,1996.0,Wood Siding,1306.0,True,2260.0,328000
7837.0,Gilbert,6.0,1993.0,Vinyl Siding,799.0,True,1571.0,178000
9760.0,North Ames,6.0,1964.0,Hard Board,,True,1611.0,167900
3964.0,Meadow Village,6.0,1973.0,Cement Board,942.0,True,2521.0,151400
9600.0,North Ames,5.0,1949.0,Metal Siding,845.0,True,893.0,135000
10152.0,North Ames,5.0,1956.0,Metal Siding,1048.0,True,1048.0,135000
11700.0,,6.0,1968.0,Metal Siding,727.0,True,1556.0,154000
7585.0,Edwards,5.0,1948.0,Metal Siding,810.0,True,1456.0,91500
7950.0,Edwards,6.0,1977.0,Hard Board,690.0,True,1426.0,159500
8556.0,College Creek,7.0,2006.0,Vinyl Siding,1240.0,True,1240.0,194000
13125.0,Crawford,7.0,1940.0,Wood Siding,,True,1740.0,219500
4435.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,155900
8775.0,College Creek,,,Vinyl Siding,990.0,True,990.0,126000
7500.0,Sawyer,5.0,1963.0,,1040.0,True,1040.0,133000
8749.0,College Creek,7.0,2002.0,Vinyl Siding,1459.0,True,1459.0,192000
8800.0,North Ames,6.0,1964.0,Hard Board,1251.0,True,1251.0,160000
13031.0,Gilbert,6.0,1995.0,Hard Board,691.0,True,1498.0,187500
9069.0,Sawyer West,6.0,1992.0,Hard Board,936.0,True,996.0,147000
1974.0,Meadow Village,4.0,1973.0,,546.0,True,1092.0,83500
10574.0,Somerset,8.0,2005.0,Vinyl Siding,,True,1953.0,252000
2522.0,Edwards,,2004.0,Vinyl Siding,970.0,True,1709.0,137500
3316.0,,8.0,2005.0,Metal Siding,1247.0,True,1247.0,197000
8544.0,North Ames,3.0,1950.0,Brick Face,0.0,False,1040.0,92900
2160.0,Somerset,7.0,1999.0,Metal Siding,600.0,True,1252.0,160000
8400.0,South & West of Iowa State University,6.0,1925.0,Metal Siding,1181.0,True,1694.0,136500
9230.0,North Ames,5.0,1965.0,Metal Siding,864.0,True,1200.0,146000
5868.0,North Ames,5.0,1956.0,Metal Siding,936.0,True,936.0,129000
9317.0,College Creek,6.0,2006.0,Vinyl Siding,1314.0,True,1314.0,176432
6882.0,Iowa DOT and Rail Road,6.0,1914.0,Wood Siding,684.0,True,1355.0,127000
3696.0,Stone Brook,8.0,1986.0,Hard Board,1074.0,True,1088.0,170000
6000.0,Brookside,4.0,1936.0,Metal Siding,672.0,True,1324.0,128000
11880.0,Northwest Ames,7.0,1978.0,Plywood,1271.0,True,1601.0,157000
8400.0,,2.0,1920.0,Wood Siding,290.0,,438.0,60000
9758.0,North Ames,5.0,1971.0,Hard Board,950.0,,950.0,119500
7000.0,North Ames,,1960.0,Wood Siding,1010.0,True,1134.0,135000
8910.0,North Ames,6.0,1959.0,Brick Face,655.0,True,1194.0,159500
2016.0,Briardale,5.0,1970.0,Hard Board,630.0,True,1302.0,106000
