House ID,LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,SalePrice
House 738,6120.0,Brookside,2.0,1936.0,Asbestos Shingles,264.0,False,800.0,60000
House 739,6000.0,Old Town,5.0,1954.0,Wood Siding,811.0,True,1387.0,93000
House 740,8777.0,Edwards,5.0,1910.0,Metal Siding,796.0,True,796.0,85000
House 741,3982.0,Bloomington Heights,8.0,2006.0,Vinyl Siding,1520.0,,1567.0,264561
House 742,12677.0,Northridge Heights,8.0,2003.0,Metal Siding,1518.0,True,1518.0,274000
House 743,7050.0,Somerset,7.0,2001.0,Vinyl Siding,,True,1929.0,226000
House 744,,North Ames,8.0,1972.0,Plywood,1952.0,True,,345000
House 745,10793.0,Northwest Ames,5.0,1969.0,Wood Shingles,780.0,True,1620.0,152000
House 746,9187.0,Somerset,9.0,2009.0,Cement Board,1766.0,True,1766.0,370878
House 747,10530.0,North Ames,6.0,,Plywood,981.0,True,981.0,143250
House 748,7200.0,North Ames,5.0,1950.0,Metal Siding,0.0,,1048.0,98300
House 749,10452.0,Edwards,6.0,1953.0,Wood Siding,1094.0,True,1094.0,155000
House 750,7700.0,North Ames,6.0,1966.0,Metal Siding,756.0,True,1839.0,155000
House 751,1936.0,Meadow Village,4.0,1970.0,Cement Board,630.0,,630.0,84500
House 752,8125.0,Somerset,7.0,2007.0,Cement Board,813.0,,1665.0,205950
House 753,9084.0,Edwards,4.0,1940.0,Metal Siding,755.0,True,1510.0,108000
House 754,8750.0,College Creek,7.0,1996.0,Vinyl Siding,880.0,True,1716.0,191000
House 755,10320.0,Iowa DOT and Rail Road,6.0,1906.0,Metal Siding,756.0,True,1469.0,135000
House 756,10437.0,Northridge,8.0,1995.0,Metal Siding,2109.0,True,2113.0,350000
House 757,1680.0,Briardale,6.0,1971.0,Hard Board,525.0,True,1092.0,88000
House 758,10007.0,North Ames,5.0,1959.0,Hard Board,1053.0,True,1053.0,145500
House 759,7200.0,Crawford,7.0,1931.0,Stucco,776.0,True,1502.0,149000
House 760,17503.0,North Ames,6.0,1948.0,Vinyl Siding,912.0,True,1458.0,97500
House 761,9937.0,Edwards,5.0,1964.0,Metal Siding,1486.0,True,1486.0,167000
House 762,12384.0,Northwest Ames,7.0,1976.0,Plywood,793.0,True,1935.0,197900
House 763,46589.0,Northridge,8.0,1994.0,Vinyl Siding,1629.0,True,2448.0,402000
House 764,13560.0,North Ames,6.0,1968.0,Wood Siding,1392.0,True,1392.0,110000
House 765,10012.0,Edwards,4.0,1972.0,Plywood,1138.0,True,1181.0,137500
House 766,20896.0,Somerset,,2005.0,Vinyl Siding,2077.0,,2097.0,423000
House 767,,Gilbert,8.0,2000.0,,1406.0,True,1936.0,230500
House 768,18450.0,North Ames,6.0,1965.0,Plywood,,True,2380.0,129000
House 769,8125.0,Sawyer West,6.0,1994.0,Hard Board,1408.0,True,1679.0,193500
House 770,14175.0,Sawyer,5.0,1956.0,Cement Board,1188.0,True,,168000
House 771,11600.0,,4.0,1922.0,Metal Siding,700.0,True,1180.0,137500
House 772,8633.0,College Creek,6.0,2005.0,Vinyl Siding,738.0,True,1476.0,173500
House 773,6629.0,Edwards,6.0,1925.0,Wood Siding,672.0,False,1369.0,103600
House 774,11250.0,Veenker,6.0,1977.0,Plywood,1208.0,True,1208.0,165000
House 775,14442.0,Crawford,6.0,1957.0,Cement Board,1477.0,True,1839.0,257500
House 776,9200.0,North Ames,6.0,1965.0,Hard Board,1136.0,True,1136.0,140000
House 777,2289.0,Northpark Villa,,1978.0,Plywood,,True,1441.0,148500
House 778,,,4.0,1900.0,Asbestos Shingles,1095.0,False,1774.0,87000
House 779,9022.0,Old Town,5.0,1924.0,Vinyl Siding,768.0,True,792.0,109500
House 780,,Stone Brook,8.0,2008.0,Vinyl Siding,2046.0,True,2046.0,372500
House 781,9945.0,Sawyer,5.0,1961.0,Wood Siding,988.0,True,988.0,128500
House 782,8012.0,Sawyer West,6.0,1980.0,Plywood,923.0,True,923.0,143000
House 783,4500.0,South & West of Iowa State University,5.0,1932.0,Vinyl Siding,793.0,True,1520.0,159434
House 784,2887.0,Clear Creek,6.0,,Wood Siding,1291.0,True,1291.0,173000
House 785,11248.0,College Creek,9.0,2002.0,,1626.0,True,1668.0,285000
House 786,16770.0,Northridge,7.0,1998.0,Vinyl Siding,1195.0,True,1839.0,221000
House 787,5062.0,,7.0,1984.0,Hard Board,1190.0,True,2090.0,207500
House 788,10207.0,Somerset,7.0,2007.0,Vinyl Siding,874.0,True,1761.0,227875
House 789,5105.0,Somerset,,2004.0,Metal Siding,551.0,True,1102.0,148800
House 790,,Stone Brook,8.0,2007.0,Metal Siding,1419.0,True,1419.0,392000
House 791,7577.0,Northridge Heights,6.0,2005.0,Vinyl Siding,1362.0,,1362.0,194700
House 792,4426.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,141000
House 794,26178.0,,7.0,1989.0,Metal Siding,1210.0,True,2519.0,335000
House 795,5400.0,Old Town,,1921.0,Metal Siding,,True,1073.0,108480
House 796,6120.0,Brookside,5.0,1936.0,Wood Siding,927.0,True,1539.0,141500
House 797,13811.0,Timberland,6.0,1987.0,Hard Board,1112.0,True,1137.0,176000
House 798,6000.0,Brookside,5.0,1921.0,Wood Siding,616.0,True,616.0,89000
House 799,6420.0,Edwards,,1952.0,Wood Siding,980.0,True,1148.0,123500
House 800,8450.0,Sawyer,,1965.0,Metal Siding,894.0,True,894.0,138500
House 801,4282.0,Somerset,7.0,2004.0,Metal Siding,1391.0,True,1391.0,196000
House 802,14331.0,Timberland,8.0,2002.0,Vinyl Siding,1800.0,True,1800.0,312500
House 803,9600.0,Northwest Ames,7.0,1969.0,Hard Board,1164.0,True,1164.0,140000
House 804,12438.0,,8.0,2006.0,Vinyl Siding,1234.0,True,2576.0,361919
House 805,7630.0,Old Town,5.0,1900.0,Wood Siding,360.0,True,1812.0,140000
House 806,8400.0,College Creek,7.0,2004.0,Vinyl Siding,1473.0,True,1484.0,213000
House 807,5600.0,Iowa DOT and Rail Road,4.0,1930.0,Vinyl Siding,0.0,False,1092.0,55000
House 808,115149.0,Clear Creek,7.0,1971.0,Plywood,1643.0,True,1824.0,302000
House 809,6240.0,Northridge Heights,8.0,2006.0,Metal Siding,1324.0,True,1324.0,254000
House 810,9018.0,Gilbert,7.0,,Vinyl Siding,728.0,True,,179540
House 811,,Sawyer,5.0,1966.0,Hard Board,876.0,True,904.0,109900
House 812,4130.0,Brookside,3.0,1935.0,Vinyl Siding,270.0,,729.0,52000
House 813,8712.0,Iowa DOT and Rail Road,4.0,1900.0,Metal Siding,859.0,,1178.0,102776
House 814,4671.0,Stone Brook,8.0,,,1228.0,,1228.0,189000
House 815,9873.0,Brookside,4.0,1970.0,Hard Board,960.0,False,960.0,129000
House 816,13517.0,Sawyer,6.0,1976.0,Hard Board,725.0,True,1479.0,130500
House 817,10140.0,Northwest Ames,6.0,1974.0,Hard Board,1064.0,True,1350.0,165000
House 818,10800.0,Old Town,7.0,1890.0,Wood Siding,718.0,,2554.0,159500
House 819,10000.0,Northwest Ames,5.0,1973.0,Hard Board,1176.0,True,1178.0,157000
House 820,10542.0,Northridge,7.0,1993.0,Wood Siding,1311.0,True,2418.0,341000
House 821,9920.0,College Creek,5.0,1969.0,Hard Board,971.0,True,971.0,128500
House 822,6563.0,Stone Brook,8.0,1985.0,,1742.0,True,1742.0,275000
House 823,4426.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,143000
House 824,8120.0,North Ames,4.0,1970.0,Metal Siding,864.0,True,864.0,124500
House 825,8172.0,Edwards,4.0,,Metal Siding,941.0,True,1470.0,135000
House 826,13286.0,Edwards,9.0,2007.0,Cement Board,1698.0,True,1698.0,320000
House 827,6960.0,North Ames,4.0,1970.0,Hard Board,864.0,True,864.0,120500
House 828,21695.0,Crawford,6.0,1988.0,Wood Siding,880.0,True,1680.0,222000
House 829,7314.0,College Creek,7.0,2007.0,Vinyl Siding,1232.0,True,,194500
House 830,11475.0,North Ames,5.0,1958.0,Vinyl Siding,,True,1776.0,110000
House 831,6240.0,Iowa DOT and Rail Road,4.0,1925.0,Metal Siding,780.0,True,1208.0,103000
House 832,5389.0,Stone Brook,8.0,1995.0,Cement Board,1595.0,True,1616.0,236500
House 833,9590.0,Timberland,7.0,2003.0,Vinyl Siding,868.0,True,1146.0,187500
House 834,11404.0,College Creek,7.0,1998.0,Vinyl Siding,1153.0,True,2031.0,222500
House 835,,Sawyer,5.0,1961.0,Hard Board,864.0,True,1144.0,131400
House 836,8978.0,Sawyer,5.0,1968.0,Plywood,948.0,True,948.0,108000
House 837,10800.0,Old Town,7.0,1914.0,Wood Siding,,False,1768.0,163000
House 838,8544.0,North Ames,3.0,1950.0,Stucco,0.0,False,1040.0,93500
House 839,10463.0,Gilbert,8.0,2005.0,,893.0,True,1801.0,239900
House 840,10800.0,Edwards,5.0,1987.0,Plywood,1200.0,True,,179000
House 841,9313.0,College Creek,7.0,2004.0,Vinyl Siding,864.0,True,1728.0,190000
House 842,9600.0,Old Town,5.0,1910.0,Wood Siding,264.0,True,1432.0,132000
House 843,6768.0,Sawyer,6.0,1961.0,Hard Board,912.0,True,912.0,142000
House 844,8450.0,Sawyer West,7.0,2000.0,Vinyl Siding,1349.0,True,1349.0,179000
House 845,12886.0,Sawyer,5.0,1963.0,Hard Board,520.0,True,1464.0,175000
House 846,5395.0,Stone Brook,8.0,1993.0,Hard Board,1337.0,True,1337.0,180000
House 847,8963.0,Northwest Ames,8.0,1976.0,Vinyl Siding,1142.0,True,2715.0,299800
House 848,8795.0,Gilbert,7.0,2000.0,Vinyl Siding,952.0,True,2256.0,236000
House 849,11700.0,Old Town,7.0,1880.0,Stucco,1240.0,,2640.0,265979
House 850,10593.0,Northridge,7.0,1996.0,Vinyl Siding,,True,1720.0,260400
House 851,8405.0,Edwards,4.0,1945.0,Wood Shingles,0.0,False,1529.0,98000
House 852,8800.0,Old Town,4.0,1910.0,,576.0,True,1140.0,96500
House 853,7750.0,Gilbert,,2003.0,,660.0,True,1320.0,162000
House 854,9236.0,College Creek,6.0,1997.0,Vinyl Siding,,True,1494.0,217000
House 855,10240.0,Northridge Heights,8.0,2005.0,,1030.0,True,2098.0,275500
House 856,7930.0,North Ames,6.0,1969.0,Plywood,1026.0,True,1026.0,156000
House 857,3230.0,Somerset,6.0,1999.0,Metal Siding,729.0,True,,172500
House 858,10769.0,College Creek,8.0,2007.0,Vinyl Siding,866.0,True,1768.0,212000
House 859,11616.0,Sawyer,6.0,1978.0,Hard Board,672.0,True,1386.0,158900
House 860,2280.0,Somerset,7.0,1999.0,Metal Siding,744.0,True,1501.0,179400
House 861,12257.0,Northridge,8.0,1995.0,Vinyl Siding,1318.0,True,2531.0,290000
House 862,9100.0,North Ames,6.0,1959.0,Wood Siding,864.0,True,864.0,127500
House 863,6911.0,Brookside,5.0,1924.0,,1145.0,True,1301.0,100000
House 864,8640.0,Somerset,7.0,2009.0,Vinyl Siding,756.0,True,1547.0,215200
House 865,,Northridge,8.0,1999.0,Vinyl Siding,,True,2365.0,337000
House 866,9549.0,Veenker,8.0,,Brick Face,1494.0,True,1494.0,270000
House 867,14587.0,Somerset,9.0,2008.0,Vinyl Siding,1498.0,True,1506.0,264132
House 868,10421.0,Northwest Ames,7.0,1988.0,,980.0,True,1714.0,196500
House 869,12508.0,Mitchell,6.0,1940.0,Vinyl Siding,983.0,True,1750.0,160000
House 870,9100.0,College Creek,7.0,2004.0,Vinyl Siding,1860.0,True,1836.0,216837
House 871,53504.0,Stone Brook,8.0,,,1650.0,True,3279.0,538000
House 872,7252.0,Sawyer,,1982.0,Wood Siding,858.0,True,858.0,134900
House 873,8877.0,Edwards,4.0,1951.0,Wood Siding,,True,1220.0,102000
House 874,7819.0,Edwards,6.0,,Plywood,1029.0,True,1117.0,107000
House 875,10150.0,North Ames,5.0,1958.0,Wood Siding,912.0,True,912.0,114500
House 876,14226.0,Northridge Heights,8.0,2006.0,Vinyl Siding,1935.0,True,1973.0,395000
House 877,4500.0,Mitchell,6.0,1998.0,Vinyl Siding,1204.0,True,1204.0,162000
House 878,11210.0,College Creek,7.0,2005.0,Vinyl Siding,1614.0,True,1614.0,221500
House 879,13350.0,Sawyer,5.0,1974.0,Hard Board,864.0,True,894.0,142500
House 880,8400.0,Sawyer West,5.0,1977.0,Plywood,0.0,True,2020.0,144000
House 881,10530.0,Mitchell,6.0,,Plywood,975.0,True,1004.0,135000
House 882,7875.0,Gilbert,7.0,1995.0,Hard Board,1237.0,True,1253.0,176000
House 883,7153.0,Sawyer West,6.0,1992.0,Vinyl Siding,761.0,True,1603.0,175900
House 884,16285.0,College Creek,7.0,2001.0,Vinyl Siding,1413.0,True,,187100
House 885,9101.0,Mitchell,5.0,1978.0,Plywood,1097.0,True,1110.0,165500
House 886,6300.0,Old Town,6.0,1914.0,Wood Siding,742.0,True,1484.0,128000
House 887,9790.0,Northwest Ames,6.0,1967.0,Brick Face,1372.0,True,1342.0,161500
House 888,10800.0,Old Town,5.0,1915.0,Metal Siding,686.0,True,1652.0,139000
House 889,10142.0,,7.0,2004.0,Vinyl Siding,956.0,True,2084.0,233000
House 890,6000.0,Old Town,4.0,1954.0,Metal Siding,901.0,True,901.0,107900
House 891,12205.0,Clear Creek,6.0,1966.0,Hard Board,832.0,True,2087.0,187500
House 892,3182.0,Bloomington Heights,7.0,2005.0,Vinyl Siding,1145.0,True,1145.0,160200
House 893,11333.0,Mitchell,6.0,1976.0,Hard Board,,True,1062.0,146800
House 894,9920.0,Northridge,7.0,1996.0,Metal Siding,1117.0,True,2013.0,269790
House 895,9158.0,Somerset,8.0,2007.0,Cement Board,1496.0,True,1496.0,225000
House 896,10832.0,,7.0,1994.0,Metal Siding,712.0,True,1895.0,194500
House 897,8400.0,Sawyer West,6.0,1980.0,Hard Board,650.0,True,1564.0,171000
House 898,8197.0,Sawyer,6.0,1977.0,Plywood,660.0,True,1285.0,143500
House 899,7677.0,North Ames,5.0,1953.0,Vinyl Siding,773.0,True,773.0,110000
House 900,13518.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1926.0,True,3140.0,485000
House 901,7200.0,South & West of Iowa State University,5.0,1937.0,Wood Siding,731.0,True,1768.0,175000
House 902,12798.0,Clear Creek,6.0,1997.0,Vinyl Siding,616.0,True,1688.0,200000
House 903,4800.0,Iowa DOT and Rail Road,,1916.0,Metal Siding,1196.0,True,1196.0,109900
House 904,8199.0,,7.0,,Wood Shingles,728.0,True,1456.0,189000
House 905,13891.0,Northridge Heights,9.0,2008.0,Vinyl Siding,1734.0,True,2822.0,582933
House 906,9000.0,North Ames,5.0,,Wood Siding,936.0,True,1128.0,118000
House 907,12274.0,Somerset,7.0,2008.0,Vinyl Siding,1417.0,True,1428.0,227680
House 908,9750.0,North Ames,5.0,1967.0,Vinyl Siding,980.0,True,980.0,135500
House 909,21384.0,Brookside,,1923.0,Wood Siding,1324.0,True,1576.0,223500
House 910,,North Ames,5.0,1966.0,Vinyl Siding,1024.0,True,1086.0,159950
House 911,8100.0,Old Town,5.0,1898.0,Asbestos Shingles,849.0,False,,106000
House 912,,Northwest Ames,6.0,1974.0,Hard Board,1040.0,True,1309.0,181000
House 913,4438.0,College Creek,6.0,2004.0,Vinyl Siding,848.0,True,848.0,144500
House 914,8712.0,Iowa DOT and Rail Road,5.0,1952.0,Wood Siding,540.0,False,1044.0,55993
House 915,9750.0,North Ames,6.0,1958.0,Metal Siding,1442.0,True,1442.0,157900
House 916,8248.0,Edwards,5.0,1918.0,Stucco,686.0,True,1250.0,116000
House 917,12137.0,College Creek,7.0,1998.0,Vinyl Siding,1649.0,True,1661.0,224900
House 918,11425.0,North Ames,5.0,1954.0,Brick Face,1008.0,True,1008.0,137000
House 919,13265.0,Mitchell,8.0,2002.0,Cement Board,1568.0,True,1689.0,271000
House 920,8816.0,Clear Creek,6.0,1971.0,Hard Board,1010.0,True,1052.0,155000
House 921,6371.0,Northridge Heights,7.0,2009.0,Vinyl Siding,1358.0,True,,224000
House 922,7226.0,College Creek,7.0,2003.0,Vinyl Siding,,True,1640.0,183000
House 923,,Old Town,4.0,1953.0,Metal Siding,936.0,False,936.0,93000
House 924,12394.0,Gilbert,7.0,2003.0,Vinyl Siding,847.0,True,,225000
House 925,9900.0,South & West of Iowa State University,6.0,1940.0,Vinyl Siding,778.0,True,1489.0,139500
House 926,11216.0,Somerset,8.0,2006.0,Vinyl Siding,1489.0,True,1489.0,232600
House 927,14803.0,Northridge Heights,10.0,2007.0,Cement Board,2078.0,,2084.0,385000
House 928,6130.0,Brookside,5.0,1924.0,,784.0,,784.0,109500
House 929,8529.0,Sawyer West,7.0,2001.0,Vinyl Siding,1454.0,True,1434.0,189000
House 930,28698.0,Clear Creek,5.0,1967.0,Plywood,1013.0,True,2126.0,185000
House 931,2544.0,Somerset,7.0,2005.0,Metal Siding,600.0,True,1223.0,147400
House 932,11900.0,North Ames,6.0,1957.0,Hard Board,1392.0,True,1392.0,166000
House 933,3180.0,Somerset,7.0,2005.0,Metal Siding,600.0,True,1200.0,151000
House 934,9548.0,College Creek,7.0,2003.0,Vinyl Siding,941.0,True,1829.0,237000
House 935,10004.0,North Ames,6.0,1964.0,Hard Board,1516.0,,1516.0,167000
House 936,7875.0,North Ames,5.0,1961.0,Vinyl Siding,1144.0,True,1144.0,139950
House 937,9600.0,Sawyer,4.0,1950.0,Vinyl Siding,1067.0,True,1067.0,128000
House 938,8100.0,,5.0,,Vinyl Siding,1559.0,True,1559.0,153500
House 939,1680.0,Briardale,6.0,1973.0,Hard Board,483.0,True,987.0,100000
House 940,,College Creek,5.0,1995.0,Vinyl Siding,1099.0,True,1099.0,144000
House 941,11767.0,,5.0,1946.0,Metal Siding,,True,1200.0,130500
House 942,12155.0,South & West of Iowa State University,6.0,1925.0,Wood Siding,672.0,False,1482.0,140000
House 943,10440.0,Old Town,5.0,1904.0,Metal Siding,650.0,True,1539.0,157500
House 944,9020.0,North Ames,6.0,1966.0,Hard Board,1127.0,True,1165.0,174900
House 945,,North Ames,5.0,1961.0,Brick Face,1800.0,False,1800.0,141000
House 946,12665.0,,5.0,1915.0,Wood Siding,876.0,True,1416.0,153900
House 947,16647.0,Sawyer,5.0,1975.0,Hard Board,1390.0,True,1701.0,171000
House 948,9317.0,Sawyer West,7.0,1993.0,Hard Board,740.0,True,1775.0,213000
House 949,15523.0,College Creek,5.0,,Hard Board,864.0,True,864.0,133500
House 950,45600.0,Clear Creek,6.0,1908.0,Wood Siding,907.0,True,2358.0,240000
House 951,9600.0,Veenker,6.0,1976.0,Plywood,528.0,True,1855.0,187000
House 952,4435.0,College Creek,6.0,2003.0,Vinyl Siding,848.0,True,848.0,131500
House 953,3196.0,Bloomington Heights,8.0,2003.0,Vinyl Siding,1273.0,True,1456.0,215000
House 954,7128.0,Crawford,7.0,1941.0,Metal Siding,918.0,True,1646.0,164000
House 955,12095.0,North Ames,6.0,1964.0,Metal Siding,1127.0,True,1445.0,158000
House 956,17920.0,Sawyer,5.0,1955.0,Wood Siding,1763.0,True,1779.0,170000
House 957,6897.0,,5.0,1962.0,Hard Board,1040.0,True,1040.0,127000
House 958,10970.0,College Creek,6.0,1978.0,Plywood,940.0,True,1026.0,147000
House 959,8125.0,Gilbert,6.0,1994.0,Hard Board,702.0,True,1481.0,174000
House 960,10400.0,Northwest Ames,7.0,1976.0,Hard Board,1090.0,True,1370.0,152000
House 961,11029.0,Northwest Ames,6.0,1968.0,Hard Board,1054.0,True,2654.0,250000
House 962,7642.0,Crawford,7.0,1918.0,Wood Siding,912.0,True,1426.0,189950
House 963,11625.0,Sawyer,5.0,1965.0,Plywood,,True,1039.0,131500
House 964,9672.0,Sawyer West,6.0,1984.0,Hard Board,,True,1097.0,152000
House 965,7931.0,North Ames,,1959.0,Brick Face,1148.0,True,1148.0,132500
House 966,8640.0,,7.0,2007.0,Vinyl Siding,1372.0,True,1372.0,250580
House 967,8750.0,North Ames,5.0,1970.0,Metal Siding,,True,1002.0,148500
House 968,10656.0,Timberland,8.0,2006.0,Vinyl Siding,1638.0,True,1646.0,248900
House 969,6970.0,Sawyer,4.0,1961.0,Vinyl Siding,1040.0,True,1120.0,129000
House 970,14762.0,Gilbert,5.0,1948.0,Plywood,0.0,True,2320.0,169000
House 971,9938.0,Sawyer West,7.0,1993.0,Metal Siding,1050.0,True,1949.0,236000
House 972,6600.0,,,1962.0,Metal Siding,894.0,False,894.0,109500
House 973,8750.0,College Creek,,1998.0,Vinyl Siding,804.0,True,,200500
House 974,8892.0,North Ames,5.0,1953.0,Wood Shingles,105.0,True,910.0,116000
House 975,12144.0,North Ames,5.0,1949.0,Hard Board,832.0,True,1268.0,133000
House 976,5720.0,Old Town,5.0,1941.0,Wood Siding,676.0,True,1131.0,66500
House 977,9000.0,Somerset,8.0,2007.0,Cement Board,1184.0,True,2610.0,303477
House 978,25286.0,Mitchell,4.0,1963.0,Hard Board,1064.0,True,1040.0,132250
House 979,,Northridge Heights,9.0,2004.0,Vinyl Siding,1462.0,True,2224.0,350000
House 980,11782.0,Sawyer,5.0,1961.0,Hard Board,1109.0,True,1155.0,148000
House 981,7000.0,College Creek,5.0,1978.0,Vinyl Siding,864.0,True,864.0,136500
House 982,7024.0,Edwards,5.0,2005.0,Vinyl Siding,1090.0,True,1090.0,157000
House 983,13758.0,Timberland,7.0,1990.0,Hard Board,1156.0,True,1717.0,187500
House 984,9636.0,Gilbert,6.0,1992.0,Vinyl Siding,808.0,True,1593.0,178000
House 985,6204.0,South & West of Iowa State University,4.0,1912.0,Wood Siding,795.0,False,2230.0,118500
House 986,7150.0,,5.0,1967.0,Hard Board,892.0,True,892.0,100000
House 987,5119.0,Somerset,9.0,1999.0,Metal Siding,,True,1709.0,328900
House 988,,North Ames,5.0,1959.0,Metal Siding,1626.0,True,1712.0,145000
House 989,16466.0,Edwards,5.0,1955.0,Metal Siding,816.0,True,1393.0,135500
House 990,,North Ames,8.0,1970.0,Wood Siding,2217.0,True,2217.0,268000
House 991,12160.0,North Ames,6.0,1953.0,Wood Siding,1505.0,True,1505.0,149500
House 992,8064.0,North Ames,5.0,1949.0,Metal Siding,672.0,True,924.0,122900
House 993,11184.0,Sawyer,6.0,1978.0,Hard Board,918.0,True,1683.0,172500
House 994,8414.0,Sawyer,6.0,1963.0,Hard Board,,,1068.0,154500
House 995,13284.0,Sawyer,5.0,1954.0,Wood Siding,1383.0,True,1383.0,165000
House 996,7018.0,Sawyer West,5.0,1979.0,Plywood,0.0,True,1535.0,118858
House 997,7056.0,North Ames,6.0,1963.0,Hard Board,780.0,True,,140000
House 998,8765.0,Iowa DOT and Rail Road,4.0,1936.0,Wood Siding,951.0,False,951.0,106500
House 999,7018.0,Sawyer West,5.0,1979.0,Plywood,0.0,True,2240.0,142953
House 1000,12919.0,Northridge Heights,9.0,,Vinyl Siding,2330.0,True,2364.0,611657
House 1001,6993.0,Sawyer,5.0,1961.0,,912.0,True,1236.0,135000
House 1002,7340.0,North Ames,4.0,1971.0,Hard Board,858.0,True,858.0,110000
House 1003,8712.0,North Ames,5.0,1957.0,Metal Siding,,True,1306.0,153000
House 1004,,Gilbert,7.0,2003.0,Vinyl Siding,783.0,True,1509.0,180000
House 1005,14859.0,Gilbert,7.0,2006.0,Vinyl Siding,1670.0,True,1670.0,240000
House 1006,,Sawyer,5.0,1967.0,Hard Board,876.0,True,902.0,125500
House 1007,9920.0,North Ames,5.0,1954.0,Hard Board,1056.0,True,1063.0,128000
House 1008,13501.0,Somerset,8.0,2006.0,Vinyl Siding,1623.0,True,1636.0,255000
House 1009,11500.0,Crawford,7.0,1936.0,Brick Face,1017.0,True,2057.0,250000
House 1010,8885.0,Mitchell,5.0,1983.0,Hard Board,864.0,True,902.0,131000
House 1011,12589.0,Gilbert,6.0,2005.0,Vinyl Siding,742.0,True,1484.0,174000
House 1012,11600.0,North Ames,5.0,1960.0,Metal Siding,1105.0,True,2274.0,154300
House 1013,9286.0,College Creek,5.0,1977.0,Hard Board,,True,1268.0,143500
House 1014,6120.0,,5.0,1925.0,Metal Siding,768.0,False,1015.0,88000
House 1015,,Crawford,,1949.0,,1001.0,False,2002.0,145000
House 1016,3000.0,Somerset,6.0,,Vinyl Siding,612.0,True,1224.0,173733
House 1017,2001.0,Meadow Village,4.0,1970.0,Cement Board,546.0,True,1092.0,75000
House 1018,9000.0,Iowa DOT and Rail Road,2.0,1949.0,Asbestos Shingles,480.0,False,480.0,35311
House 1019,17140.0,Edwards,4.0,,Vinyl Siding,1134.0,True,1229.0,135000
House 1020,13125.0,Sawyer West,7.0,1991.0,Hard Board,1104.0,True,2127.0,238000
House 1021,11029.0,North Ames,6.0,1958.0,Metal Siding,1184.0,True,1414.0,176500
House 1022,8462.0,Sawyer West,6.0,1994.0,Hard Board,928.0,True,1721.0,201000
House 1023,8777.0,Edwards,,1900.0,Metal Siding,1272.0,True,2200.0,145900
House 1024,10237.0,,6.0,2005.0,Vinyl Siding,1316.0,True,1316.0,169990
House 1025,8012.0,Sawyer West,,1993.0,Plywood,1604.0,True,1617.0,193000
House 1026,10240.0,,6.0,1980.0,Plywood,1686.0,True,1686.0,207500
House 1027,15611.0,Northwest Ames,5.0,1977.0,Vinyl Siding,1126.0,True,1126.0,175000
House 1028,11999.0,Northridge Heights,8.0,2003.0,Vinyl Siding,1181.0,True,2374.0,285000
House 1029,9900.0,Northwest Ames,7.0,1968.0,Metal Siding,832.0,,,176000
House 1030,11838.0,College Creek,8.0,2001.0,Vinyl Siding,1753.0,,1788.0,236500
House 1031,13006.0,Gilbert,7.0,1997.0,Hard Board,964.0,True,2236.0,222000
House 1032,8925.0,Timberland,8.0,,Vinyl Siding,1466.0,True,1466.0,201000
House 1033,,North Ames,5.0,1965.0,Vinyl Siding,925.0,True,925.0,117500
House 1034,11670.0,Somerset,9.0,2006.0,Vinyl Siding,1905.0,True,1905.0,320000
House 1035,8487.0,College Creek,7.0,2004.0,Vinyl Siding,1500.0,True,1500.0,190000
House 1036,27650.0,North Ames,7.0,1960.0,Wood Siding,585.0,,2069.0,242000
House 1037,5825.0,Brookside,,1926.0,Metal Siding,600.0,True,747.0,79900
House 1038,10083.0,Sawyer West,7.0,2003.0,Vinyl Siding,1176.0,True,1200.0,184900
House 1039,9675.0,Somerset,7.0,2005.0,Vinyl Siding,1113.0,True,1971.0,253000
House 1040,8760.0,College Creek,7.0,2006.0,Vinyl Siding,1391.0,True,1962.0,239799
House 1041,24090.0,Clear Creek,7.0,1940.0,Metal Siding,1032.0,True,2403.0,244400
House 1042,12640.0,Mitchell,,1976.0,Plywood,1728.0,True,1728.0,150900
House 1043,8755.0,Gilbert,7.0,1999.0,Vinyl Siding,992.0,True,2060.0,214000
House 1044,7711.0,Edwards,4.0,1977.0,Metal Siding,1440.0,True,1440.0,150000
House 1045,25000.0,Mitchell,5.0,1967.0,Hard Board,,True,1632.0,143000
House 1046,14375.0,Timberland,6.0,1958.0,Hard Board,819.0,True,1344.0,137500
House 1047,8820.0,,5.0,1890.0,Vinyl Siding,1088.0,True,1869.0,124900
House 1048,8163.0,North Ames,5.0,1959.0,Hard Board,1144.0,True,1144.0,143000
House 1049,14536.0,Timberland,8.0,2002.0,Vinyl Siding,1616.0,True,1629.0,270000
House 1050,14006.0,College Creek,7.0,2002.0,Vinyl Siding,936.0,True,1776.0,192500
House 1051,9360.0,Northwest Ames,6.0,1972.0,Plywood,1161.0,True,1381.0,197500
House 1052,7200.0,North Ames,5.0,1950.0,Vinyl Siding,864.0,True,864.0,129000
House 1053,7800.0,Sawyer West,5.0,1965.0,,828.0,True,965.0,119900
