ID,LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,TotalBsmtSF,CentralAir,GrLivArea,SalePrice
House 858,10769,College Creek,8,2007,Vinyl Siding,866,Y,1768,212000
House 859,11616,Sawyer,6,1978,Hard Board,672,Y,1386,158900
House 860,2280,Somerset,7,1999,Metal Siding,744,Y,1501,179400
House 861,12257,Northridge,8,1995,Vinyl Siding,1318,Y,2531,290000
House 862,9100,North Ames,6,1959,Wood Siding,864,Y,864,127500
House 863,6911,Brookside,5,1924,Wood Siding,1145,Y,1301,100000
House 864,8640,Somerset,7,2009,Vinyl Siding,756,Y,1547,215200
House 865,9430,Northridge,8,1999,Vinyl Siding,1252,Y,2365,337000
House 866,9549,Veenker,8,1995,Brick Face,1494,Y,1494,270000
House 867,14587,Somerset,9,2008,Vinyl Siding,1498,Y,1506,264132
House 868,10421,Northwest Ames,7,1988,Hard Board,980,Y,1714,196500
House 869,12508,Mitchell,6,1940,Vinyl Siding,983,Y,1750,160000
House 870,9100,College Creek,7,2004,Vinyl Siding,1860,Y,1836,216837
House 871,53504,Stone Brook,8,2003,Cement Board,1650,Y,3279,538000
House 872,7252,Sawyer,5,1982,Wood Siding,858,Y,858,134900
House 873,8877,Edwards,4,1951,Wood Siding,836,Y,1220,102000
House 874,7819,Edwards,6,1976,Plywood,1029,Y,1117,107000
House 875,10150,North Ames,5,1958,Wood Siding,912,Y,912,114500
House 876,14226,Northridge Heights,8,2006,Vinyl Siding,1935,Y,1973,395000
House 877,4500,Mitchell,6,1998,Vinyl Siding,1204,Y,1204,162000
House 878,11210,College Creek,7,2005,Vinyl Siding,1614,Y,1614,221500
House 879,13350,Sawyer,5,1974,Hard Board,864,Y,894,142500
House 880,8400,Sawyer West,5,1977,Plywood,0,Y,2020,144000
House 881,10530,Mitchell,6,1977,Plywood,975,Y,1004,135000
House 882,7875,Gilbert,7,1995,Hard Board,1237,Y,1253,176000
House 883,7153,Sawyer West,6,1992,Vinyl Siding,761,Y,1603,175900
House 884,16285,College Creek,7,2001,Vinyl Siding,1413,Y,1430,187100
House 885,9101,Mitchell,5,1978,Plywood,1097,Y,1110,165500
House 886,6300,Old Town,6,1914,Wood Siding,742,Y,1484,128000
House 887,9790,Northwest Ames,6,1967,Brick Face,1372,Y,1342,161500
House 888,10800,Old Town,5,1915,Metal Siding,686,Y,1652,139000
House 889,10142,Sawyer West,7,2004,Vinyl Siding,956,Y,2084,233000
House 890,6000,Old Town,4,1954,Metal Siding,901,Y,901,107900
House 891,12205,Clear Creek,6,1966,Hard Board,832,Y,2087,187500
House 892,3182,Bloomington Heights,7,2005,Vinyl Siding,1145,Y,1145,160200
House 893,11333,Mitchell,6,1976,Hard Board,1029,Y,1062,146800
House 894,9920,Northridge,7,1996,Metal Siding,1117,Y,2013,269790
House 895,9158,Somerset,8,2007,Cement Board,1496,Y,1496,225000
House 896,10832,Gilbert,7,1994,Metal Siding,712,Y,1895,194500
House 897,8400,Sawyer West,6,1980,Hard Board,650,Y,1564,171000
House 898,8197,Sawyer,6,1977,Plywood,660,Y,1285,143500
House 899,7677,North Ames,5,1953,Vinyl Siding,773,Y,773,110000
House 900,13518,Northridge Heights,9,2008,Vinyl Siding,1926,Y,3140,485000
House 901,7200,South & West of Iowa State University,5,1937,Wood Siding,731,Y,1768,175000
House 902,12798,Clear Creek,6,1997,Vinyl Siding,616,Y,1688,200000
House 903,4800,Iowa DOT and Rail Road,4,1916,Metal Siding,1196,Y,1196,109900
House 904,8199,College Creek,7,2005,Wood Shingles,728,Y,1456,189000
House 905,13891,Northridge Heights,9,2008,Vinyl Siding,1734,Y,2822,582933
House 906,9000,North Ames,5,1954,Wood Siding,936,Y,1128,118000
House 907,12274,Somerset,7,2008,Vinyl Siding,1417,Y,1428,227680
House 908,9750,North Ames,5,1967,Vinyl Siding,980,Y,980,135500
House 909,21384,Brookside,5,1923,Wood Siding,1324,Y,1576,223500
House 910,13400,North Ames,5,1966,Vinyl Siding,1024,Y,1086,159950
House 911,8100,Old Town,5,1898,Asbestos Shingles,849,N,2138,106000
House 912,10140,Northwest Ames,6,1974,Hard Board,1040,Y,1309,181000
House 913,4438,College Creek,6,2004,Vinyl Siding,848,Y,848,144500
House 914,8712,Iowa DOT and Rail Road,5,1952,Wood Siding,540,N,1044,55993
House 915,9750,North Ames,6,1958,Metal Siding,1442,Y,1442,157900
House 916,8248,Edwards,5,1918,Stucco,686,Y,1250,116000
House 917,12137,College Creek,7,1998,Vinyl Siding,1649,Y,1661,224900
House 918,11425,North Ames,5,1954,Brick Face,1008,Y,1008,137000
House 919,13265,Mitchell,8,2002,Cement Board,1568,Y,1689,271000
House 920,8816,Clear Creek,6,1971,Hard Board,1010,Y,1052,155000
House 921,6371,Northridge Heights,7,2009,Vinyl Siding,1358,Y,1358,224000
House 922,7226,College Creek,7,2003,Vinyl Siding,798,Y,1640,183000
House 923,6000,Old Town,4,1953,Metal Siding,936,N,936,93000
House 924,12394,Gilbert,7,2003,Vinyl Siding,847,Y,1733,225000
House 925,9900,South & West of Iowa State University,6,1940,Vinyl Siding,778,Y,1489,139500
House 926,11216,Somerset,8,2006,Vinyl Siding,1489,Y,1489,232600
House 927,14803,Northridge Heights,10,2007,Cement Board,2078,Y,2084,385000
House 928,6130,Brookside,5,1924,Metal Siding,784,Y,784,109500
House 929,8529,Sawyer West,7,2001,Vinyl Siding,1454,Y,1434,189000
House 930,28698,Clear Creek,5,1967,Plywood,1013,Y,2126,185000
House 931,2544,Somerset,7,2005,Metal Siding,600,Y,1223,147400
House 932,11900,North Ames,6,1957,Hard Board,1392,Y,1392,166000
House 933,3180,Somerset,7,2005,Metal Siding,600,Y,1200,151000
House 934,9548,College Creek,7,2003,Vinyl Siding,941,Y,1829,237000
House 935,10004,North Ames,6,1964,Hard Board,1516,Y,1516,167000
House 936,7875,North Ames,5,1961,Vinyl Siding,1144,Y,1144,139950
House 937,9600,Sawyer,4,1950,Vinyl Siding,1067,Y,1067,128000
House 938,8100,Old Town,5,1948,Vinyl Siding,1559,Y,1559,153500
House 939,1680,Briardale,6,1973,Hard Board,483,Y,987,100000
House 940,9525,College Creek,5,1995,Vinyl Siding,1099,Y,1099,144000
House 941,11767,Edwards,5,1946,Metal Siding,768,Y,1200,130500
House 942,12155,South & West of Iowa State University,6,1925,Wood Siding,672,N,1482,140000
House 943,10440,Old Town,5,1904,Metal Siding,650,Y,1539,157500
House 944,9020,North Ames,6,1966,Hard Board,1127,Y,1165,174900
House 945,8000,North Ames,5,1961,Brick Face,1800,N,1800,141000
House 946,12665,Old Town,5,1915,Wood Siding,876,Y,1416,153900
House 947,16647,Sawyer,5,1975,Hard Board,1390,Y,1701,171000
House 948,9317,Sawyer West,7,1993,Hard Board,740,Y,1775,213000
House 949,15523,College Creek,5,1972,Hard Board,864,Y,864,133500
House 950,45600,Clear Creek,6,1908,Wood Siding,907,Y,2358,240000
House 951,9600,Veenker,6,1976,Plywood,528,Y,1855,187000
House 952,4435,College Creek,6,2003,Vinyl Siding,848,Y,848,131500
House 953,3196,Bloomington Heights,8,2003,Vinyl Siding,1273,Y,1456,215000
House 954,7128,Crawford,7,1941,Metal Siding,918,Y,1646,164000
House 955,12095,North Ames,6,1964,Metal Siding,1127,Y,1445,158000
House 956,17920,Sawyer,5,1955,Wood Siding,1763,Y,1779,170000
House 957,6897,Sawyer,5,1962,Hard Board,1040,Y,1040,127000
House 958,10970,College Creek,6,1978,Plywood,940,Y,1026,147000
House 959,8125,Gilbert,6,1994,Hard Board,702,Y,1481,174000
House 960,10400,Northwest Ames,7,1976,Hard Board,1090,Y,1370,152000
House 961,11029,Northwest Ames,6,1968,Hard Board,1054,Y,2654,250000
House 962,7642,Crawford,7,1918,Wood Siding,912,Y,1426,189950
House 963,11625,Sawyer,5,1965,Plywood,1039,Y,1039,131500
House 964,9672,Sawyer West,6,1984,Hard Board,1040,Y,1097,152000
House 965,7931,North Ames,5,1959,Brick Face,1148,Y,1148,132500
House 966,8640,Somerset,7,2007,Vinyl Siding,1372,Y,1372,250580
House 967,8750,North Ames,5,1970,Metal Siding,1002,Y,1002,148500
House 968,10656,Timberland,8,2006,Vinyl Siding,1638,Y,1646,248900
House 969,6970,Sawyer,4,1961,Vinyl Siding,1040,Y,1120,129000
House 970,14762,Gilbert,5,1948,Plywood,0,Y,2320,169000
House 971,9938,Sawyer West,7,1993,Metal Siding,1050,Y,1949,236000
House 972,6600,North Ames,5,1962,Metal Siding,894,N,894,109500
House 973,8750,College Creek,6,1998,Vinyl Siding,804,Y,1682,200500
House 974,8892,North Ames,5,1953,Wood Shingles,105,Y,910,116000
House 975,12144,North Ames,5,1949,Hard Board,832,Y,1268,133000
House 976,5720,Old Town,5,1941,Wood Siding,676,Y,1131,66500
House 977,9000,Somerset,8,2007,Cement Board,1184,Y,2610,303477
House 978,25286,Mitchell,4,1963,Hard Board,1064,Y,1040,132250
House 979,8834,Northridge Heights,9,2004,Vinyl Siding,1462,Y,2224,350000
House 980,11782,Sawyer,5,1961,Hard Board,1109,Y,1155,148000
House 981,7000,College Creek,5,1978,Vinyl Siding,864,Y,864,136500
House 982,7024,Edwards,5,2005,Vinyl Siding,1090,Y,1090,157000
House 983,13758,Timberland,7,1990,Hard Board,1156,Y,1717,187500
House 984,9636,Gilbert,6,1992,Vinyl Siding,808,Y,1593,178000
House 985,6204,South & West of Iowa State University,4,1912,Wood Siding,795,N,2230,118500
House 986,7150,North Ames,5,1967,Hard Board,892,Y,892,100000
House 987,5119,Somerset,9,1999,Metal Siding,1698,Y,1709,328900
House 988,8393,North Ames,5,1959,Metal Siding,1626,Y,1712,145000
House 989,16466,Edwards,5,1955,Metal Siding,816,Y,1393,135500
House 990,15865,North Ames,8,1970,Wood Siding,2217,Y,2217,268000
House 991,12160,North Ames,6,1953,Wood Siding,1505,Y,1505,149500
House 992,8064,North Ames,5,1949,Metal Siding,672,Y,924,122900
House 993,11184,Sawyer,6,1978,Hard Board,918,Y,1683,172500
House 994,8414,Sawyer,6,1963,Hard Board,1059,Y,1068,154500
House 995,13284,Sawyer,5,1954,Wood Siding,1383,Y,1383,165000
House 996,7018,Sawyer West,5,1979,Plywood,0,Y,1535,118858
House 997,7056,North Ames,6,1963,Hard Board,780,Y,1796,140000
House 998,8765,Iowa DOT and Rail Road,4,1936,Wood Siding,951,N,951,106500
House 999,7018,Sawyer West,5,1979,Plywood,0,Y,2240,142953
House 1000,12919,Northridge Heights,9,2009,Vinyl Siding,2330,Y,2364,611657
House 1001,6993,Sawyer,5,1961,Hard Board,912,Y,1236,135000
House 1002,7340,North Ames,4,1971,Hard Board,858,Y,858,110000
House 1003,8712,North Ames,5,1957,Metal Siding,992,Y,1306,153000
House 1004,7875,Gilbert,7,2003,Vinyl Siding,783,Y,1509,180000
House 1005,14859,Gilbert,7,2006,Vinyl Siding,1670,Y,1670,240000
House 1006,6173,Sawyer,5,1967,Hard Board,876,Y,902,125500
House 1007,9920,North Ames,5,1954,Hard Board,1056,Y,1063,128000
House 1008,13501,Somerset,8,2006,Vinyl Siding,1623,Y,1636,255000
House 1009,11500,Crawford,7,1936,Brick Face,1017,Y,2057,250000
House 1010,8885,Mitchell,5,1983,Hard Board,864,Y,902,131000
House 1011,12589,Gilbert,6,2005,Vinyl Siding,742,Y,1484,174000
House 1012,11600,North Ames,5,1960,Metal Siding,1105,Y,2274,154300
House 1013,9286,College Creek,5,1977,Hard Board,1268,Y,1268,143500
House 1014,6120,Brookside,5,1925,Metal Siding,768,N,1015,88000
House 1015,6270,Crawford,5,1949,Metal Siding,1001,N,2002,145000
House 1016,3000,Somerset,6,2009,Vinyl Siding,612,Y,1224,173733
House 1017,2001,Meadow Village,4,1970,Cement Board,546,Y,1092,75000
House 1018,9000,Iowa DOT and Rail Road,2,1949,Asbestos Shingles,480,N,480,35311
House 1019,17140,Edwards,4,1956,Vinyl Siding,1134,Y,1229,135000
House 1020,13125,Sawyer West,7,1991,Hard Board,1104,Y,2127,238000
House 1021,11029,North Ames,6,1958,Metal Siding,1184,Y,1414,176500
House 1022,8462,Sawyer West,6,1994,Hard Board,928,Y,1721,201000
House 1023,8777,Edwards,5,1900,Metal Siding,1272,Y,2200,145900
House 1024,10237,Gilbert,6,2005,Vinyl Siding,1316,Y,1316,169990
House 1025,8012,Sawyer West,6,1993,Plywood,1604,Y,1617,193000
House 1026,10240,Northwest Ames,6,1980,Plywood,1686,Y,1686,207500
House 1027,15611,Northwest Ames,5,1977,Vinyl Siding,1126,Y,1126,175000
House 1028,11999,Northridge Heights,8,2003,Vinyl Siding,1181,Y,2374,285000
House 1029,9900,Northwest Ames,7,1968,Metal Siding,832,Y,1978,176000
House 1030,11838,College Creek,8,2001,Vinyl Siding,1753,Y,1788,236500
House 1031,13006,Gilbert,7,1997,Hard Board,964,Y,2236,222000
House 1032,8925,Timberland,8,2007,Vinyl Siding,1466,Y,1466,201000
House 1033,9100,North Ames,5,1965,Vinyl Siding,925,Y,925,117500
House 1034,11670,Somerset,9,2006,Vinyl Siding,1905,Y,1905,320000
House 1035,8487,College Creek,7,2004,Vinyl Siding,1500,Y,1500,190000
House 1036,27650,North Ames,7,1960,Wood Siding,585,Y,2069,242000
House 1037,5825,Brookside,4,1926,Metal Siding,600,Y,747,79900
House 1038,10083,Sawyer West,7,2003,Vinyl Siding,1176,Y,1200,184900
House 1039,9675,Somerset,7,2005,Vinyl Siding,1113,Y,1971,253000
House 1040,8760,College Creek,7,2006,Vinyl Siding,1391,Y,1962,239799
House 1041,24090,Clear Creek,7,1940,Metal Siding,1032,Y,2403,244400
House 1042,12640,Mitchell,6,1976,Plywood,1728,Y,1728,150900
House 1043,8755,Gilbert,7,1999,Vinyl Siding,992,Y,2060,214000
House 1044,7711,Edwards,4,1977,Metal Siding,1440,Y,1440,150000
House 1045,25000,Mitchell,5,1967,Hard Board,1632,Y,1632,143000
House 1046,14375,Timberland,6,1958,Hard Board,819,Y,1344,137500
House 1047,8820,Old Town,5,1890,Vinyl Siding,1088,Y,1869,124900
House 1048,8163,North Ames,5,1959,Hard Board,1144,Y,1144,143000
House 1049,14536,Timberland,8,2002,Vinyl Siding,1616,Y,1629,270000
House 1050,14006,College Creek,7,2002,Vinyl Siding,936,Y,1776,192500
House 1051,9360,Northwest Ames,6,1972,Plywood,1161,Y,1381,197500
House 1052,7200,North Ames,5,1950,Vinyl Siding,864,Y,864,129000
House 1053,7800,Sawyer West,5,1965,Vinyl Siding,828,Y,965,119900
House 1054,7200,College Creek,5,1972,Wood Shingles,768,Y,768,133900
House 1055,11075,Mitchell,5,1969,Hard Board,784,Y,1968,172000
House 1056,9400,Edwards,6,1975,Wood Shingles,945,Y,980,127500
House 1057,7136,Crawford,6,1946,Metal Siding,979,N,1958,145000
House 1058,1300,Bluestem,6,1980,Metal Siding,561,Y,1229,124000
House 1059,7420,Sawyer,5,1962,Metal Siding,1057,Y,1057,132000
House 1060,8450,College Creek,7,2003,Vinyl Siding,1337,Y,1337,185000
House 1061,2572,Somerset,7,1999,Metal Siding,696,Y,1416,155000
House 1062,7207,Brookside,5,1958,Wood Siding,858,Y,858,116500
House 1063,12227,Northwest Ames,6,1977,Hard Board,1330,Y,2872,272000
House 1064,2308,Northpark Villa,6,1976,Plywood,804,Y,1548,155000
House 1065,11923,College Creek,9,2007,Vinyl Siding,1800,Y,1800,239000
House 1066,11316,Timberland,7,2002,Vinyl Siding,817,Y,1894,214900
House 1067,10237,Gilbert,6,2005,Vinyl Siding,783,Y,1484,178900
House 1068,9600,Crawford,5,1940,Metal Siding,728,Y,1308,160000
House 1069,7390,North Ames,5,1955,Wood Siding,1098,Y,1098,135000
House 1070,5925,Old Town,3,1910,Vinyl Siding,600,N,968,37900
House 1071,10382,North Ames,6,1958,Hard Board,588,Y,1095,140000
House 1072,10800,North Ames,4,1949,Asbestos Shingles,720,N,1192,135000
House 1073,2268,Northridge Heights,7,2003,Vinyl Siding,764,Y,1626,173000
House 1074,7892,Sawyer West,6,1979,Plywood,918,Y,918,99500
House 1075,11639,Somerset,7,2007,Cement Board,1428,Y,1428,182000
House 1076,11414,Brookside,7,1910,Hard Board,728,N,2019,167500
House 1077,2651,Somerset,7,2000,Metal Siding,673,Y,1382,165000
House 1078,5900,Brookside,4,1923,Wood Siding,440,Y,869,85500
House 1079,4274,Somerset,7,2006,Vinyl Siding,1241,Y,1241,199900
House 1080,9450,Edwards,4,1954,Metal Siding,894,Y,894,110000
House 1081,8816,Sawyer,5,1963,Vinyl Siding,1121,Y,1121,139000
House 1082,12122,North Ames,7,1961,Cement Board,944,Y,999,178400
House 1083,12203,Northridge,8,1998,Vinyl Siding,1225,Y,2612,336000
House 1084,3182,Bloomington Heights,7,2007,Vinyl Siding,1266,Y,1266,159895
House 1085,11250,College Creek,8,2002,Cement Board,1128,Y,2290,255900
House 1086,10125,Mitchell,5,1977,Plywood,0,Y,1734,126000
House 1087,10880,Edwards,5,1950,Metal Siding,1164,N,1164,125000
House 1088,5310,Old Town,6,1910,Vinyl Siding,485,Y,1635,117000
House 1089,10159,Northridge Heights,9,2009,Vinyl Siding,1930,Y,1940,395192
House 1090,12046,Northwest Ames,6,1976,Plywood,848,Y,2030,195000
House 1091,8125,Somerset,7,2006,Vinyl Siding,770,Y,1576,197000
House 1092,9452,Northridge,8,1997,Vinyl Siding,1396,Y,2392,348000
House 1093,17671,Old Town,8,1882,Wood Siding,916,Y,1742,168000
House 1094,9760,North Ames,6,1964,Wood Siding,822,Y,1851,187000
House 1095,8846,College Creek,6,2005,Vinyl Siding,750,Y,1500,173900
House 1096,12456,Northridge Heights,10,2006,Cement Board,1700,Y,1718,337500
House 1097,4712,Brookside,4,1946,Metal Siding,747,Y,1230,121600
House 1098,10659,North Ames,5,1961,Wood Siding,1050,Y,1050,136500
House 1099,11717,Northwest Ames,6,1970,Hard Board,1442,Y,1442,185000
House 1100,9786,Iowa DOT and Rail Road,3,1922,Wood Siding,1007,N,1077,91000
House 1101,6762,College Creek,7,2006,Vinyl Siding,1187,Y,1208,206000
House 1102,10206,Edwards,3,1952,Brick,0,N,944,82000
House 1103,5400,Old Town,5,1920,Wood Siding,691,Y,691,86000
House 1104,11957,Somerset,8,2006,Vinyl Siding,1574,Y,1574,232000
House 1105,11500,Northwest Ames,5,1976,Vinyl Siding,1680,Y,1680,136905
House 1106,3182,Bloomington Heights,7,2005,Vinyl Siding,1346,Y,1504,181000
House 1107,8385,College Creek,5,1977,Hard Board,985,Y,985,149900
House 1108,12155,North Ames,6,1970,Plywood,1657,Y,1657,163500
House 1109,2217,Meadow Village,4,1970,Cement Board,546,Y,1092,88000
House 1110,12118,Mitchell,7,2004,Vinyl Siding,1710,Y,1710,240000
House 1111,6000,South & West of Iowa State University,5,1926,Wood Siding,1008,Y,1522,102000
House 1112,21286,Sawyer,5,1948,Wood Siding,720,Y,1271,135000
House 1113,9825,Edwards,5,1965,Asphalt Shingles,0,N,1664,100000
House 1114,10592,Crawford,6,1923,Wood Siding,602,Y,1502,165000
House 1115,7200,Old Town,5,1910,Metal Siding,1022,N,1022,85000
House 1116,11664,North Ames,6,1948,Metal Siding,1082,Y,1082,119200
House 1117,8400,Northwest Ames,8,2001,Vinyl Siding,810,Y,1665,227000
House 1118,11883,College Creek,7,1996,Vinyl Siding,1504,Y,1504,203000
House 1119,5814,Stone Brook,8,1984,Hard Board,1220,Y,1360,187500
House 1120,10784,Gilbert,7,1991,Hard Board,384,Y,1472,160000
House 1121,3013,Bloomington Heights,7,2005,Vinyl Siding,1362,Y,1506,213490
House 1122,7024,Edwards,4,2005,Vinyl Siding,1132,Y,1132,176000
House 1123,7406,College Creek,7,2006,Vinyl Siding,1199,Y,1220,194000
House 1124,9439,Old Town,5,1930,Wood Siding,912,Y,1248,87000
House 1125,3182,Bloomington Heights,7,2005,Vinyl Siding,1346,Y,1504,191000
House 1126,15498,Timberland,8,1976,Stone,1565,Y,2898,287000
House 1127,7700,College Creek,5,1972,Vinyl Siding,882,Y,882,112500
House 1128,9300,North Ames,5,1960,Metal Siding,1268,Y,1264,167500
House 1129,9520,Timberland,8,2007,Vinyl Siding,1638,Y,1646,293077
House 1130,9492,North Ames,5,1941,Wood Shingles,768,Y,1376,105000
House 1131,1680,Briardale,6,1972,Hard Board,672,Y,1218,118000
House 1132,7082,South & West of Iowa State University,5,1916,Vinyl Siding,686,Y,1928,160000
House 1133,15863,South & West of Iowa State University,7,1920,Wood Siding,824,Y,3082,197000
House 1134,14541,Northridge,8,1993,Metal Siding,1338,Y,2520,310000
House 1135,8125,College Creek,7,2002,Vinyl Siding,1654,Y,1654,230000
House 1136,6305,Crawford,5,1938,Metal Siding,920,Y,954,119750
House 1137,11500,Edwards,4,1957,Wood Siding,0,N,845,84000
House 1138,12898,Timberland,9,2007,Vinyl Siding,1620,Y,1620,315500
House 1139,9240,College Creek,8,2001,Vinyl Siding,1055,Y,2263,287000
House 1140,1533,Meadow Village,4,1970,Cement Board,546,Y,1344,97000
House 1141,1477,Meadow Village,4,1970,Cement Board,630,Y,630,80000
House 1142,13125,Sawyer,5,1957,Wood Siding,1134,Y,1803,155000
House 1143,9130,Northwest Ames,6,1966,Hard Board,800,Y,1632,173000
House 1144,5381,Northridge Heights,6,2005,Vinyl Siding,1306,Y,1306,196000
House 1145,11839,Sawyer West,7,1990,Hard Board,1475,Y,2329,262280
House 1146,9600,Northwest Ames,8,1981,Brick Face,2524,Y,2524,278000
House 1147,13680,Edwards,3,1955,Brick Face,0,Y,1733,139600
House 1148,16056,Stone Brook,9,2005,Cement Board,1992,Y,2868,556581
House 1149,9245,College Creek,5,1994,Vinyl Siding,990,Y,990,145000
House 1150,21750,Mitchell,5,1960,Hard Board,0,Y,1771,115000
House 1151,11100,Edwards,4,1946,Metal Siding,0,Y,930,84900
House 1152,8993,Gilbert,7,2007,Vinyl Siding,1302,Y,1302,176485
House 1153,11175,College Creek,7,2007,Vinyl Siding,1316,Y,1316,200141
House 1154,9500,North Ames,6,1964,Vinyl Siding,816,Y,1977,165000
House 1155,8562,Edwards,5,1957,Hard Board,1216,Y,1526,144500
House 1156,11367,College Creek,8,2002,Vinyl Siding,1065,Y,1989,255000
House 1157,11361,Northwest Ames,6,1976,Plywood,1193,Y,1523,180000
House 1158,7052,Northridge Heights,7,2005,Vinyl Siding,1364,Y,1364,185850
House 1159,29959,Northridge,7,1994,Hard Board,973,Y,1850,248000
House 1160,11308,Northridge Heights,9,2008,Vinyl Siding,1104,Y,2184,335000
House 1161,11275,Crawford,6,1932,Metal Siding,854,Y,1991,220000
House 1162,4920,Stone Brook,8,2001,Cement Board,1338,Y,1338,213500
House 1163,18000,Iowa DOT and Rail Road,3,1935,Metal Siding,894,Y,894,81000
House 1164,13600,Old Town,5,1900,Wood Siding,662,N,2337,90000
House 1165,6000,Old Town,6,1925,Metal Siding,1103,Y,1103,110500
House 1166,11000,North Ames,5,1966,Plywood,1154,Y,1154,154000
House 1167,14000,Clear Creek,7,1996,Wood Siding,1306,Y,2260,328000
House 1168,7837,Gilbert,6,1993,Vinyl Siding,799,Y,1571,178000
House 1169,9760,North Ames,6,1964,Hard Board,780,Y,1611,167900
House 1170,3964,Meadow Village,6,1973,Cement Board,942,Y,2521,151400
House 1171,9600,North Ames,5,1949,Metal Siding,845,Y,893,135000
House 1172,10152,North Ames,5,1956,Metal Siding,1048,Y,1048,135000
House 1173,11700,Northwest Ames,6,1968,Metal Siding,727,Y,1556,154000
House 1174,7585,Edwards,5,1948,Metal Siding,810,Y,1456,91500
House 1175,7950,Edwards,6,1977,Hard Board,690,Y,1426,159500
House 1176,8556,College Creek,7,2006,Vinyl Siding,1240,Y,1240,194000
House 1177,13125,Crawford,7,1940,Wood Siding,800,Y,1740,219500
House 1178,10800,Old Town,5,1936,Wood Siding,796,Y,1466,170000
House 1179,15870,North Ames,5,1969,Vinyl Siding,1096,Y,1096,138800
House 1180,4435,College Creek,6,2004,Vinyl Siding,848,Y,848,155900
House 1181,8775,College Creek,5,1994,Vinyl Siding,990,Y,990,126000
House 1182,11040,Northwest Ames,6,1971,Vinyl Siding,1258,Y,1258,145000
House 1183,7500,Sawyer,5,1963,Hard Board,1040,Y,1040,133000
House 1184,8749,College Creek,7,2002,Vinyl Siding,1459,Y,1459,192000
House 1185,8800,North Ames,6,1964,Hard Board,1251,Y,1251,160000
House 1186,13031,Gilbert,6,1995,Hard Board,691,Y,1498,187500
House 1187,9069,Sawyer West,6,1992,Hard Board,936,Y,996,147000
House 1188,1974,Meadow Village,4,1973,Cement Board,546,Y,1092,83500
House 1189,10574,Somerset,8,2005,Vinyl Siding,1082,Y,1953,252000
House 1190,2522,Edwards,7,2004,Vinyl Siding,970,Y,1709,137500
House 1191,3316,Somerset,8,2005,Metal Siding,1247,Y,1247,197000
House 1192,8544,North Ames,3,1950,Brick Face,0,N,1040,92900
House 1193,2160,Somerset,7,1999,Metal Siding,600,Y,1252,160000
House 1194,8400,South & West of Iowa State University,6,1925,Metal Siding,1181,Y,1694,136500
House 1195,9230,North Ames,5,1965,Metal Siding,864,Y,1200,146000
House 1196,5868,North Ames,5,1956,Metal Siding,936,Y,936,129000
House 1197,9317,College Creek,6,2006,Vinyl Siding,1314,Y,1314,176432
House 1198,6882,Iowa DOT and Rail Road,6,1914,Wood Siding,684,Y,1355,127000
House 1199,3696,Stone Brook,8,1986,Hard Board,1074,Y,1088,170000
House 1200,6000,Brookside,4,1936,Metal Siding,672,Y,1324,128000
House 1201,11880,Northwest Ames,7,1978,Plywood,1271,Y,1601,157000
House 1202,8400,South & West of Iowa State University,2,1920,Wood Siding,290,N,438,60000
House 1203,9758,North Ames,5,1971,Hard Board,950,Y,950,119500
House 1204,7000,North Ames,5,1960,Wood Siding,1010,Y,1134,135000
House 1205,8910,North Ames,6,1959,Brick Face,655,Y,1194,159500
House 1206,2016,Briardale,5,1970,Hard Board,630,Y,1302,106000
House 1207,12256,Northridge,8,1994,Hard Board,1463,Y,2622,325000
House 1208,10357,Sawyer West,7,1990,Hard Board,910,Y,1442,179900
House 1209,23257,Gilbert,7,2006,Vinyl Siding,868,Y,2021,274725
House 1210,8063,Gilbert,6,2000,Vinyl Siding,924,Y,1690,181000
House 1211,11362,Northridge Heights,8,2004,Metal Siding,1836,Y,1836,280000
House 1212,8000,Gilbert,6,1995,Hard Board,773,Y,1658,188000
House 1213,10480,Northwest Ames,7,1976,Plywood,803,Y,1964,205000
House 1214,7100,North Ames,5,1957,Wood Shingles,816,Y,816,129900
House 1215,8923,North Ames,5,1953,Wood Siding,1008,Y,1008,134500
House 1216,5400,Old Town,5,1954,Metal Siding,833,Y,833,117000
House 1217,12085,Northridge Heights,8,2007,Vinyl Siding,1734,Y,1734,318000
House 1218,7750,Gilbert,8,2002,Vinyl Siding,408,Y,1419,184100
House 1219,9764,Sawyer,5,1967,Vinyl Siding,894,Y,894,130000
House 1220,13825,Sawyer,5,1958,Metal Siding,533,Y,1601,140000
House 1221,7560,North Ames,5,1959,Brick Face,1040,Y,1040,133700
House 1222,8263,Iowa DOT and Rail Road,6,1920,Brick Face,1012,Y,1012,118400
House 1223,10084,College Creek,7,2005,Vinyl Siding,1552,Y,1552,212900
House 1224,8926,Edwards,4,1956,Asbestos Shingles,672,Y,960,112000
House 1225,9405,Edwards,5,1947,Vinyl Siding,698,Y,698,118000
House 1226,9125,Gilbert,7,1992,Hard Board,384,Y,1482,163900
House 1227,10434,North Ames,4,1955,Plywood,1005,Y,1005,115000
House 1228,3684,Bloomington Heights,7,2007,Vinyl Siding,1373,Y,1555,174000
House 1229,14572,Gilbert,7,2004,Vinyl Siding,1530,Y,1530,259000
House 1230,11796,Gilbert,7,2004,Vinyl Siding,847,Y,1959,215000
